0,3009456883
1,3013729527
2,3008450725
3,2787781839
4,2988764722
5,2978867550
6,2975669401
7,2976954522
8,3004262285
9,3011836170
10,3003216482
11,2975671366
12,3003434012
13,3003409280
14,2975668702
15,2937076883
16,2975183654
17,2976771076
18,3012166736
19,3008596056
20,2964695282
21,2959104613
22,2971593767
23,2963372554
24,2976899718
25,2951907624
26,3008583636
27,2992577005
28,2981604022
29,2950819283
30,2964694439
31,2976768520
32,2992166430
33,2990723677
34,3004745220
35,2892597751
36,2951910663
37,2978040524
38,2904586370
39,2924306703
40,2990231402
41,2955123727
42,2909304568
43,2978054334
44,2959776593
45,3006987552
46,2804698666
47,3005291034
48,2887457930
49,2855973508
50,2938441948
51,2973965491
52,2895647371
53,2949119134
54,2995145626
55,2972341154
56,2972981213
57,2982489557
58,2928563008
59,2992573545
60,2981408966
61,2941907474
62,2990151854
63,3011208283
64,2990738240
65,2933528815
66,2953684494
67,2998001720
68,2977284234
69,2993722946
70,2894524424
71,2999006147
72,2955160736
73,2943256161
74,3009243418
75,2949201140
76,2975683357
77,2993734056
78,2913905141
79,2957489168
80,2998492837
81,2990707865
82,3007347504
83,2945908088
84,2976399817
85,2704882986
86,2953670378
87,2977277901
88,2997062063
89,2945908075
90,2945901864
91,2959262926
92,2945905575
93,3012175231
94,2945907364
95,2945908085
96,2976006463
97,2995869545
98,2952228804
99,2945904694
100,2998038502
101,2807293130
