0,3009418236
1,3009410341
2,3008930586
3,2987774355
4,2987774362
5,2992959647
6,2997288343
7,2992719416
8,3004940515
9,2787783589
10,3010991548
11,2975680066
12,3003486314
13,3009104548
14,3004218831
15,2986611058
16,2980360611
17,2948634819
18,2975674942
19,2914443579
20,3012576457
21,3010730352
22,3004635990
23,2987720052
24,2912633578
25,3004635989
26,3008105461
27,3006317076
28,3006318048
29,3008526124
30,3004640384
31,3009356629
32,2992582767
33,2992927343
34,2975669401
35,2955141310
36,2955141311
37,2905354967
38,2975158679
39,2975670115
40,1632957896
41,2989689385
42,2967371386
43,2949870726
44,2997521350
45,2974373594
46,2786858549
47,2987733117
48,2995112323
49,2975172954
50,2937078127
51,3009358510
52,2923838191
53,2975172945
54,2961692462
55,2924341387
56,3007210494
57,2787782783
58,3008925411
59,2975675839
60,3000480775
61,3002308541
62,3012510728
63,2990975341
64,3009561804
65,2975169954
66,2907733912
67,2975169962
68,2975171944
69,2920923025
70,3009826452
71,2975174647
72,2989987012
73,2977515736
74,2984825709
75,2965053182
76,2982181532
77,2975666975
78,3008957787
79,2972528352
80,2975677189
81,2997515931
82,2934155737
83,2899179395
84,2864721833
85,2896549892
86,2984507947
87,2966462100
88,3009419545
89,3007518406
90,2912639350
91,3008178241
92,2794288267
93,2961296750
94,2976518530
95,3012855252
96,2977281553
97,2928390557
98,2993493472
99,2923486341
100,2800147733
101,2986056134
102,2999777405
103,2464826496
104,2813584368
105,2996873701
106,2975668536
107,2975177098
108,2973302113
109,2773770467
110,2788397876
111,2789102093
112,2960010263
113,2911743226
114,2921136459
115,2918715802
116,2990544558
117,2971863815
118,2975183654
119,2962438007
120,2790806498
121,2808750403
122,2975175509
123,3006929162
124,2975172889
125,2800152004
126,2625858029
127,2976912376
128,2992386549
129,2916032731
130,2975173950
131,2968466805
132,3009476726
133,2710301507
134,2789101177
135,2788397875
136,2923011085
137,2866929508
138,2916039240
139,2664497930
140,2800150499
141,2975170923
142,2963338948
143,2933554794
144,2973298555
145,2860541597
146,2933530709
147,3008398796
148,2919095854
149,2975170909
150,2966424669
151,2961301474
152,3011276026
153,2991567529
154,2912058219
155,2988250718
156,2963343297
157,1163850894
158,2671415628
159,2934182978
160,2981440789
161,3012216545
162,2800133035
163,3003455303
164,2790807456
165,3008537179
166,2691169826
167,3009816737
168,2991132805
169,2911737937
170,3004201338
171,3000480774
172,2968269364
173,2928375253
174,3010122046
175,2911999858
176,2950851289
177,2663523731
178,2671415629
179,2986898226
180,3012186223
181,2992345109
182,2963724422
183,3004941252
184,2897325215
185,3012959234
186,2797006677
187,2971592700
188,2990236984
189,2790808308
190,2962431878
191,2986187034
192,2948657348
193,2990712596
194,2995988640
195,2995988640
196,2977283337
197,3006979524
198,2938181890
199,2975667824
200,2984951796
201,2991192338
202,2879955579
203,2961697446
204,2997941838
205,2974221682
206,2996830389
207,2896548904
208,2990751172
209,2965125126
210,2997542991
211,2868278319
212,2971080586
213,2950260600
214,3012751616
215,2940249016
216,2917515011
217,2975658159
218,2965554654
219,2938177838
220,2984611737
221,2911739860
222,3012215572
223,2897331033
224,3012219770
225,2972719567
226,2970564825
227,2960225743
228,2997083509
229,2990755029
230,2943548468
231,2972338729
232,2979287826
233,2915609079
234,2897326649
235,2980713344
236,3009362139
237,2959178586
238,2625832620
239,2833595464
240,3011282534
241,2977281560
242,2975673024
243,2882741409
244,3000499379
245,2992976041
246,2995920834
247,2990747541
248,2897321763
249,3005215837
250,2971078581
251,2971894758
252,2971075618
253,2897323592
254,2996830238
255,2932314843
256,2972994293
257,2872142174
258,3006391943
259,3012222600
260,3012778220
261,3012954168
262,3011657555
263,3008415030
264,2999381830
265,2971597231
266,3008401350
267,2952578560
268,3012762952
269,2903032683
270,2971076609
271,2914145413
272,2972716354
273,2959151285
274,3012756222
275,2993490611
276,2911742438
277,2970953472
278,2980968006
279,3012950424
280,3009911395
281,2973994261
282,3012763730
283,3012944905
284,3012766285
285,2990528557
286,3012220744
287,2988286263
288,2933523166
289,2972723753
290,3012954366
291,3010713606
292,3012954181
293,3005924095
294,3002142767
295,2915132170
296,2975641210
297,2998283903
298,3012947299
299,3012945747
300,3012956549
