0,3003401999
1,3008538703
2,2989649562
3,2987062831
4,3002408921
5,2972727017
6,2975689702
7,2972731110
8,2911002527
9,3012577496
10,2975690492
11,2975690712
12,2996028796
13,2973543760
14,2973697560
15,2998554813
16,2995942878
17,2969407814
18,2975685733
19,2996031458
20,2990421487
21,2978479975
22,2982350081
23,2972717407
24,2989632784
25,2996029691
26,2999691222
27,2973385541
28,3012530384
29,3009063318
30,2955947934
31,2955116275
32,2797391701
33,2987368376
34,2990918537
35,2981186654
36,2987391003
37,2980140385
38,2964675678
39,2934172898
40,3011219924
41,2975181332
42,3011291422
43,2876339565
44,2996867122
45,2939682832
46,2945554337
47,2992576303
48,2816405641
49,2994383337
50,2995969532
51,2911005126
52,3004257866
53,2993729408
54,2971081463
55,2988638875
56,3003386429
57,2979247148
58,2993727637
59,2993726823
60,2892193938
61,2995106742
62,2915321134
63,2996030639
64,2909862895
65,2990526109
66,3004673480
67,2972709989
68,2976773170
69,2990202647
70,2959841126
71,3009736739
72,2912681471
73,2775981523
74,2980161544
75,2857605557
76,3005854748
77,2984950384
78,2972723541
79,2993725852
80,3013153393
81,2971593679
82,2995442028
