0,2987768901
1,2975183461
2,2975179448
3,2975673330
4,2965120457
5,2998354780
6,2977520976
7,1644628712
8,2993728769
9,2993726733
10,2975668723
11,3011282390
12,2810028708
13,3003447650
14,2934124561
15,2997063020
16,2990265063
17,3008519916
18,2698740162
19,2973389208
20,2990260544
