0,2987770247
1,2975607931
2,2950870014
3,2975673294
4,3003499444
5,3003494871
6,3010384727
7,2949802590
8,2987711564
9,3007234883
10,2990200707
11,3003435721
12,3008407724
13,2998341571
14,3004746132
15,2959134157
16,3003495593
17,3009904217
18,3004980549
19,2838245273
20,2940686536
21,2923254944
22,2978419854
23,2976792149
24,3001876090
25,3006952057
26,3011677823
27,2931811630
28,2996804958
29,2821132094
30,2964696264
31,2963340019
32,2950826069
33,2969405468
34,2987708679
35,2975692664
36,2973951675
37,2999772152
38,2999775080
39,2999004912
40,3009062358
41,2949867472
42,2873551726
43,2985484238
44,2964690729
45,2969582998
46,2853334486
47,2932802000
48,2992724782
49,2977284236
50,2996206099
51,2996201807
52,2981318582
53,2980163156
54,2961278230
55,2995108608
56,2978420134
57,2955979461
58,3012680248
59,2956059310
60,2990261472
61,2995738155
62,2961319044
63,2976958411
64,2992173553
65,2983153562
66,3008488622
67,3012936252
68,2977586452
69,2962432816
70,2996028785
71,2992172669
72,2997945393
73,2948653661
74,2961089396
75,2971079635
76,2997942781
77,2977116019
78,2948279433
79,2976628040
80,2917721074
81,2973968326
82,2961587157
83,2997943535
84,3013173459
85,2996025994
86,2997945164
87,2997942531
88,2980022425
89,3012932566
90,2984959428
91,3008026721
92,2978044675
93,2976005538
